movie,genre,synopsis,year,rate,duration,votes,popularity
Memoirs of a Geisha,Drama|Romance,Nitta Sayuri reveals how she transcended her fishing-village roots and became one of Japan's most celebrated geisha.,2005,7.3,145,121851,1961.0
Bolt,Animation|Adventure|Comedy,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,2008,6.9,96,151440,1437.0
The Longest Yard,Comedy|Crime|Sport,Prison inmates form a football team to challenge the prison guards.,2005,6.4,113,133979,2061.0
Tangled,Animation|Adventure|Comedy,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",2010,7.8,100,307108,704.0
Bridge to Terabithia,Adventure|Drama|Family,A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,2007,7.2,96,114494,1257.0
A History of Violence,Crime|Drama|Thriller,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core.",2005,7.5,96,191672,1928.0
The Island,Action|Adventure|Romance,"Lincoln Six Echo is just like everyone else - he's waiting to go to the Island, the only place left in the world to actually live a life. Thousands of people stay at a facility waiting to ... See full summary »",2005,6.9,136,268365,1679.0
The Diving Bell and the Butterfly,Biography|Drama,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,2007,8.0,112,91921,3527.0
A Good Year,Comedy|Drama|Romance,"A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold.",2006,6.9,117,73194,1830.0
John Carter,Action|Adventure|Sci-Fi,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.",2012,6.6,132,216838,516.0
Sin City,Crime|Thriller,"A film that explores the dark and miserable town, Basin City, and tells the story of three different people, all caught up in violent corruption.",2005,8.0,124,675121,624.0
Underworld: Evolution,Action|Adventure|Fantasy,"Picking up directly from the previous film, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.",2006,6.8,106,162103,967.0
The New World,Biography|Drama|Historyy,"The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas.",2005,6.7,135,72432,1947.0
The Sisterhood of the Traveling Pants,Comedy|Drama|Family,Four best girlfriends hatch a plan to stay connected with one another as their lives start off in different directions: they pass around a pair of secondhand jeans that fits each of their bodies perfectly.,2005,6.5,119,46136,822.0
Little Children,Drama|Romance,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts.",2006,7.6,136,94414,2479.0
The Lives of Others,Drama|Thriller,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",2006,8.5,137,272075,828.0
Million Dollar Baby,Drama|Sport,A determined woman works with a hardened boxing trainer to become a professional.,2004,8.1,132,501680,1044.0
Sky High,Adventure|Comedy|Family,"Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",2005,6.2,100,63543,1128.0
The 40-Year-Old Virgin,Comedy|Romance,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",2005,7.1,116,322104,676.0
Zathura: A Space Adventure,Action|Adventure|Comedy,Two young brothers are drawn into an intergalactic adventure when their house is hurled through the depths of space by the magical board game they are playing.,2005,6.1,101,70313,2143.0
Transamerica,Adventure|Comedy|Drama,"A pre-operative male-to-female transgender takes an unexpected journey when she learns that she fathered a son, now a teenage runaway hustling on the streets of New York.",2005,7.4,103,36922,
War of the Worlds,Adventure|Sci-Fi|Thriller,"As Earth is invaded by alien tripod fighting machines, one family fights for survival.",2005,6.5,116,344528,958.0
The Departed,Crime|Drama|Thriller,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,2006,8.5,151,910945,129.0
Sweeney Todd: The Demon Barber of Fleet Street,Drama|Horror|Musical,"The infamous story of Benjamin Barker, AKA Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",2007,7.4,116,291007,924.0
Munich,Drama|Thriller,"Based on the true story of the Black September aftermath, about the five men chosen to eliminate the ones responsible for that fateful day.",2005,7.6,164,180785,1956.0
Poseidon,Action|Adventure|Drama,"On New Year's Eve, the luxury ocean liner Poseidon capsizes after being swamped by a rogue wave. The survivors are left to fight for their lives as they attempt to escape the sinking ship.",2006,5.6,98,84100,2431.0
Watchmen,Action|Drama|Mystery,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",2009,7.6,162,402967,388.0
Hustle & Flow,Crime|Drama|Music,"With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee.",2005,7.4,116,34222,4267.0
The Lake House,Drama|Fantasy|Romance,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",2006,6.8,99,116909,1571.0
Hellboy II: The Golden Army,Action|Adventure|Fantasy,"The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",2008,7.0,120,213162,835.0
Mrs Henderson Presents,Comedy|Drama|Music,"Laura Henderson buys an old London theater and opens it up as the Windmill, a performance hall which goes down in history for, among other things, its all-nude revues.",2005,7.1,103,13756,
Spider-Man 3,Action|Adventure,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",2007,6.2,139,396230,777.0
Elizabeth: The Golden Age,Biography|Drama|Historyy,"A mature Queen Elizabeth endures multiple crises late in her reign including court intrigues, an assassination plot, the Spanish Armada, and romantic disappointments.",2007,6.9,114,56387,2670.0
Pride & Prejudice,Drama|Romance,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",2005,7.8,129,200254,472.0
The Fountain,Drama|Sci-Fi,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.",2006,7.3,96,195816,1588.0
Mongol: The Rise of Genghis Khan,Adventure|Biography|Drama,The story recounts the early life of Genghis Khan who was a slave before going on to conquer half the world including Russia in 1206.,2007,7.3,126,38515,
Match Point,Drama|Romance|Thriller,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",2005,7.7,119,171953,1624.0
300,Action|Fantasy,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,2006,7.7,117,625098,492.0
Harry Potter and the Half-Blood Prince,Adventure|Family|Fantasy,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",2009,7.5,153,339955,692.0
Transformers,Action|Adventure|Sci-Fi,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",2007,7.1,144,523342,552.0
Flags of Our Fathers,Drama|Historyy|War,"The life stories of the six men who raised the flag at The Battle of Iwo Jima, a turning point in WWII.",2006,7.1,135,103727,3013.0
Jarhead,Action|Drama|War,A psychological study of operations desert shield and desert storm during the gulf war; through the eyes of a U.S marine sniper who struggles to cope with the possibility his girlfriend may be cheating on him back home.,2005,7.1,125,147149,1799.0
Junebug,Comedy|Drama,"A dealer in ""outsider"" art travels from Chicago to North Carolina to meet her new in-laws, challenging the equilibrium of this middle class Southern home.",2005,7.0,106,19448,
Yesterday,Drama,"After falling ill, Yesterday learns that she is HIV positive. With her husband in denial and young daughter to tend to, Yesterday's one goal is to live long enough to see her child go to school.",2004,7.8,90,1945,
The Kite Runner,Drama,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",2007,7.6,128,69543,2983.0
The Curious Case of Benjamin Button,Drama|Fantasy|Romance,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",2008,7.8,166,474130,674.0
Marie Antoinette,Biography|Drama|Historyy,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and to the end of her reign as queen and ultimately the fall of Versailles.",2006,6.4,123,82221,888.0
Surf's Up,Animation|Comedy|Family,"A behind-the-scenes look at the annual Penguin World Surfing Championship, and its newest participant, up-and-comer Cody Maverick.",2007,6.7,85,55793,4556.0
